-0.0220594	-0.0778405999999999	0.199958	-0.00206301	-0.00103211	0.0
-0.0163044	-0.0272118	0.0714464	-0.000732669	-0.000687153	-0.000416936
-0.0116001	-0.0141661	-0.0577755	0.00257791	-0.000465758	-0.000827895
-0.0153885	0.00446788	-0.0166922	0.00103055	-0.000529794	-0.00059942
-0.01418	-0.00213034	-0.0129659	0.00053048	-0.000635232	-0.000335017
-0.00807494	0.0026726	-0.00242371	2.90531e-05	-0.000889448	-0.000468902
-0.000432588	-0.0167586	0.00546861	0.000427786	-0.000937105	-0.000308605
-0.0050256	-0.0167377	-0.00158753	0.00107818	-0.000994356	-0.00021521
-0.00427524	0.00235609	-0.0223878	0.000656587	-0.000937105	-0.000102749
0.000791317	0.00223339	-0.0368463	0.000656587	-0.000591113	-0.000552139
0.00707802	-0.0117461	-0.0295276	0.000708093	-0.000925904	-0.000508639
-0.00070088	0.011555	-0.0444406	0.00119417	-0.000575112	-0.000423724
0.00610646	0.0115469	-0.0257067	0.00119417	-0.000543413	-0.000349067
0.00809436	0.0115518	-0.0130053	0.00119417	-0.000803194	-0.000258893
0.00847434	0.0115744	-0.012986	0.000696384	-0.000642856	-0.000342568
0.00457447	-0.00837069	-0.0129903	0.000775673	-0.000390157	-0.000211707
0.00458166	-0.00100911	-0.0129853	0.000442238	-0.000323465	-0.000267686
0.0045935	0.00102874	-0.0282928	0.000650716	-0.000323466	-7.64624e-05
0.00458553	-0.0010129	-0.0129963	0.00071723	-0.000323466	-0.00020846
-6.10293e-05	-0.00912117	-0.0130021	0.000963312	-0.000323466	-1.48041e-05
0.00458807	-0.00102576	-0.0129792	-9.74413e-05	-0.00015622	-0.000114241
0.00455738	-0.0197581	0.0115361	7.0681e-05	-2.82177e-05	-5.15833e-05
-0.0113396	-0.00659038	0.022674	0.000307203	0.000113011	0.000224313
-0.00570674	-0.016219	0.0355793	7.0681e-05	0.000113011	0.000372825
0.00456663	-0.0104782	0.0383946	7.0681e-05	0.000113011	0.000224313
0.00455318	-0.0197695	0.0382583	0.000268949	0.000309854	0.000437625
-0.00345196	-0.00101702	0.0226911	8.61073e-05	0.000113011	0.00037325
0.0045571	-0.0246754	0.0344661	8.61073e-05	0.000301683	0.000363813
-0.00978028	0.0121162	0.0375211	8.61073e-05	0.000247831	0.000522721
-0.0118118	-0.00253961	0.0540257	-0.000206592	0.000487392	0.000491267
-0.0178408	-0.0190971	0.0576803	8.61073e-05	0.000545286	0.000523033
-0.0200142	0.0176762	0.0441029	-0.00033935	0.000626021	0.000567631
-0.0200209	0.0109347	0.0540369	-0.00014977	0.000626021	0.0008812839999999
-0.0109351	0.0109301	0.0540386	-0.00033935	0.000626021	0.000665599
-0.0148373	0.0109251	0.0429008	-0.000114772	0.000894102	0.0007774029999999
-0.0123935	0.0109237	0.0540314	-0.000394392	0.00120408	0.0008951929999999
-0.00494163	0.0109113	0.039881	-0.00033935	0.0008906829999999	0.000927014
-0.00448033	-0.0112397	0.0174925	-0.00033935	0.000972589	0.00106255
-0.0200262	0.0376613	-0.0675248	0.00101957	0.000743494	0.000808718
-0.020029	0.000560876	-0.0076168	0.00101957	0.00120408	0.0008051459999999
-0.0106969	0.0100599	0.0143941	0.000479412	0.00120408	0.00102303
-0.0087185	0.0341329	0.0224662	-6.66827e-05	0.00120408	0.00108466
-0.0158756	0.0134768	0.0195098	6.25989e-05	0.00120408	0.0010628
-0.0112045	0.0168558	0.0223935	-6.66827e-05	0.00120408	0.00113988
-0.0150018	0.0102841	0.0195163	-6.66827e-05	0.00120408	0.00105475
-0.0149587	0.0210031	0.0194958	0.000372116	0.00120408	0.00111095
-0.0106638	0.0275156	0.0130449	0.000154649	0.00127354	0.00118561
-0.0136628	0.00296426	0.0384432	-0.000126818	0.0016113	0.00104763
-0.0200807	-0.0130914	0.0367663	7.598029999999998e-05	0.0016113	0.00103076
-0.0200862	-0.00663427	0.0359486	-0.000278217	0.0016113	0.00124734
-0.02009	0.00367537	0.0194803	-0.00037053	0.0016113	0.00135698
-0.02009	-0.00227128	0.0248915	-0.000803103	0.0016113	0.00135698
-0.0200844	-0.0175608	0.0489068	-0.000739773	0.0016113	0.000992457
-0.0268953	0.0116721	0.0552124	-0.000689923	0.00149139	0.00118736
-0.02009	0.0159226	0.0751844	-0.000880446	0.0016113	0.00135698
